emotion,phrase,language
jealous,envious that they don t seem to struggle with the same iss,en
jealous,naiinggit don seem struggle same iss ko,hil
jealous,envious don seem struggle same iss ako,fil
jealous,envious that they dont build on our house but they dont,en
jealous,naiinggit dont build house but dont ko,hil
jealous,envious dont build house but dont ako,fil
jealous,envious to all the people that currently lined up and will,en
jealous,naiinggit all people currently lined and ko,hil
jealous,envious all people currently lined and ako,fil
jealous,envious too,en
jealous,envious towards her and towards the way boo talks about he,en
jealous,naiinggit towards and towards way boo talks ko,hil
jealous,envious towards and towards way boo talks ako,fil
jealous,envious towards people who dont have to scramble after cas,en
jealous,naiinggit towards people who dont scramble cas ko,hil
jealous,envious towards people who dont scramble cas ako,fil
jealous,envious when friends told me how great their concert here,en
jealous,naiinggit friends told how maayo gid concert ko,hil
jealous,envious friends told how napakaganda concert ako,fil
jealous,envious when i didnt really want to change our circumstanc,en
jealous,naiinggit didnt want change circumstanc ko,hil
jealous,envious didnt want change circumstanc ako,fil
jealous,envious when i realize how complex the vision systems of m,en
jealous,naiinggit realize how complex vision systems ko,hil
jealous,envious realize how complex vision systems ako,fil
jealous,envious when i saw ferg triumphantly un wrap a big orange,en
jealous,naiinggit saw ferg triumphantly wrap big orange ko,hil
jealous,envious saw ferg triumphantly wrap big orange ako,fil
jealous,envious when i see a lovely couple but for me i cant bring,en
jealous,naiinggit see lovely couple but bring ko,hil
jealous,envious see lovely couple but bring ako,fil
jealous,envious when i see my peers having nice things and going t,en
jealous,naiinggit see peers having nice things and going ko,hil
jealous,envious see peers having nice things and going ako,fil
jealous,envious when reading a magazine spread but her views will,en
jealous,naiinggit reading magazine spread but views ko,hil
jealous,envious reading magazine spread but views ako,fil
jealous,especially envious because i have not made the time in the,en
jealous,especially naiinggit not made time ko,hil
jealous,especially envious not made time ako,fil
jealous,everything meant nothing to him since he has jus,en
jealous,everything meant nothing him since has jus ko,hil
jealous,everything meant nothing him since has jus ako,fil
jealous,extremely envious,en
jealous,extremely naiinggit ko,hil
jealous,extremely envious ako,fil
jealous,extremely envious and wish i was a rubber band m,en
jealous,extremely naiinggit and wish rubber band ko,hil
jealous,extremely envious and wish rubber band ako,fil
jealous,extremely envious of said students because if i went to hi,en
jealous,extremely naiinggit said students went ko,hil
jealous,extremely envious said students went ako,fil
jealous,extremely jealous because i had all of these medical jargo,en
jealous,extremely naiinggit all these medical jargo ko,hil
jealous,extremely naiinggit all these medical jargo ako,fil
jealous,extremely jealous of your ability to juggle life with crea,en
jealous,extremely naiinggit ability juggle life crea ko,hil
jealous,extremely naiinggit ability juggle life crea ako,fil
jealous,extremely jealous when ranbir works with other directors a,en
jealous,extremely naiinggit ranbir works other directors ko,hil
jealous,extremely naiinggit ranbir works other directors ako,fil
jealous,fed up and yes even a little envious which i am absolutely,en
jealous,fed and yes naiinggit which absolutely ko,hil
jealous,fed and yes envious which absolutely ako,fil
jealous,feelin a lil bit jealous of somethin i cant cont,en
jealous,feelin lil naiinggit somethin cont ko,hil
jealous,feelin lil naiinggit somethin cont ako,fil
jealous,feeling a bit envious about this guy so i am goi,en
jealous,naiinggit guy goi ko,hil
jealous,envious guy goi ako,fil
jealous,feeling a tad envious of his job,en
jealous,tad naiinggit job ko,hil
jealous,tad envious job ako,fil
jealous,feeling bitter not because i am jealous of my ar,en
jealous,bitter not naiinggit ko,hil
jealous,bitter not naiinggit ako,fil
jealous,feeling envious,en
jealous,feeling envious because susie was promoted and i,en
jealous,naiinggit susie promoted and ko,hil
jealous,envious susie promoted and ako,fil
jealous,feeling envious of b and her new skinny girl fig,en
jealous,naiinggit and new skinny girl fig ko,hil
jealous,envious and new skinny girl fig ako,fil
jealous,feeling envious of the egyptian people,en
jealous,feeling ignored,en
jealous,ignored ko,hil
jealous,ignored ako,fil
jealous,feeling jealous i remind myself of this story an,en
jealous,naiinggit remind myself story ko,hil
jealous,naiinggit remind myself story ako,fil
jealous,feeling jealous im going to think about it first,en
jealous,naiinggit going think first ko,hil
jealous,naiinggit going think first ako,fil
jealous,feeling jealous of such as god please give her a,en
jealous,naiinggit such god please give ko,hil
jealous,naiinggit such god please give ako,fil
jealous,feeling jubilant yet envious that my interviewee,en
jealous,jubilant yet naiinggit interviewee ko,hil
jealous,jubilant yet envious interviewee ako,fil
jealous,feeling kinda jealous hai,en
jealous,kinda naiinggit hai ko,hil
jealous,kinda naiinggit hai ako,fil
jealous,feeling petty and envious so i need to stay away,en
jealous,petty and naiinggit kinahanglan stay away ko,hil
jealous,petty and envious need stay away ako,fil
jealous,feeling rather envious of my friends in the uk a,en
jealous,rather naiinggit friends ko,hil
jealous,rather envious friends ako,fil
jealous,feeling rather envious this week as debby has fl,en
jealous,rather naiinggit week debby has ko,hil
jealous,rather envious week debby has ako,fil
jealous,feeling resentful and jealous of my bosss succes,en
jealous,resentful and naiinggit bosss succes ko,hil
jealous,resentful and naiinggit bosss succes ako,fil
jealous,feeling so energetic that i am feeling slightly,en
jealous,may kusog feeling slightly ko,hil
jealous,energetic feeling slightly ako,fil
jealous,feeling so fucking jealous came across something,en
jealous,fucking naiinggit came across something ko,hil
jealous,fucking naiinggit came across something ako,fil
jealous,feeling somewhat envious of all the green in oth,en
jealous,naiinggit all green oth ko,hil
jealous,envious all green oth ako,fil
jealous,feeling very envious of people having their appl,en
jealous,naiinggit people having appl ko,hil
jealous,envious people having appl ako,fil
jealous,feeling very jealous of my utah family and frien,en
jealous,naiinggit utah family and frien ko,hil
jealous,naiinggit utah family and frien ako,fil
jealous,feeling wildly envious,en
jealous,wildly naiinggit ko,hil
jealous,wildly envious ako,fil
jealous,for her sake privacy should be somewhat respected in these,en
jealous,sake privacy respetado these ko,hil
jealous,sake privacy respected these ako,fil
jealous,free from it,en
jealous,free ko,hil
jealous,free ako,fil
jealous,friendly with with their friends and i feel envi,en
jealous,friendly friends and feel envi ko,hil
jealous,friendly friends and feel envi ako,fil
jealous,getting a ghost of a real sensation of solidarit,en
jealous,getting ghost real sensation solidarit ko,hil
jealous,getting ghost real sensation solidarit ako,fil
jealous,going out of mind with jealousy and repressed fe,en
jealous,going out mind jealousy and repressed ko,hil
jealous,going out mind jealousy and repressed ako,fil
jealous,going to stop feeling guilt disguist or sadness,en
jealous,going stop feeling guilt disguist sadness ko,hil
jealous,going stop feeling guilt disguist sadness ako,fil
jealous,guilt disguist or sadness when i feel jealous,en
jealous,guilt disguist sadness feel naiinggit ko,hil
jealous,guilt disguist sadness feel naiinggit ako,fil
jealous,having a hard time putting into words,en
jealous,having hard time putting words ko,hil
jealous,having hard time putting words ako,fil
jealous,having is that i have been feeling really jealou,en
jealous,having feeling jealou ko,hil
jealous,having feeling jealou ako,fil
jealous,honest,en
jealous,honest ko,hil
jealous,honest ako,fil
jealous,honestly happy for my kuya,en
jealous,honestly masadya kuya ko,hil
jealous,honestly masaya kuya ako,fil
jealous,how i get jealous sometimes after stalking some,en
jealous,how get naiinggit sometimes stalking some ko,hil
jealous,how get naiinggit sometimes stalking some ako,fil
jealous,however feeling incredibly jealous of my friends,en
jealous,however feeling incredibly naiinggit friends ko,hil
jealous,however feeling incredibly naiinggit friends ako,fil
jealous,hurt and jealous because he rescues my siblings with no re,en
jealous,nasakit-an and naiinggit rescues siblings ko,hil
