local_term,english_term,language,status
hapdi ary ko ako,penile pain,hiligaynon,active
hapdi ary ko akon,penile pain,hiligaynon,active
hapdi ary ko akon gid,penile pain,hiligaynon,active
hapdi ary ko akon subong,penile pain,hiligaynon,active
hapdi ary ko gid,penile pain,hiligaynon,active
hapdi ary ko gid ko,penile pain,hiligaynon,active
hapdi ary ko ko,penile pain,hiligaynon,active
hapdi ary ko ko gid,penile pain,hiligaynon,active
hapdi atay akon,liver pain,hiligaynon,active
hapdi atay gid ko,liver pain,hiligaynon,active
hapdi atay ko,liver pain,hiligaynon,active
hapdi atay man,liver pain,hiligaynon,active
hapdi atay subong,liver pain,hiligaynon,active
hapdi awang akon,jaw pain,hiligaynon,active
hapdi awang gid ko,jaw pain,hiligaynon,active
hapdi awang ko,jaw pain,hiligaynon,active
hapdi awang man,jaw pain,hiligaynon,active
hapdi awang subong,jaw pain,hiligaynon,active
hapdi baba akon,mouth pain,hiligaynon,active
hapdi baba gid ko,mouth pain,hiligaynon,active
hapdi baba ko,mouth pain,hiligaynon,active
hapdi baba man,mouth pain,hiligaynon,active
hapdi baba subong,mouth pain,hiligaynon,active
hapdi balat akon,skin pain,hiligaynon,active
hapdi balat gid ko,skin pain,hiligaynon,active
hapdi balat ko,skin pain,hiligaynon,active
hapdi balat man,skin pain,hiligaynon,active
hapdi balat subong,skin pain,hiligaynon,active
hapdi batiis akon,leg pain,hiligaynon,active
hapdi batiis gid ko,leg pain,hiligaynon,active
hapdi batiis ko,leg pain,hiligaynon,active
hapdi batiis man,leg pain,hiligaynon,active
hapdi batiis subong,leg pain,hiligaynon,active
hapdi bato akon,kidney pain,hiligaynon,active
hapdi bato gid ko,kidney pain,hiligaynon,active
hapdi bato ko,kidney pain,hiligaynon,active
hapdi bato man,kidney pain,hiligaynon,active
hapdi bato subong,kidney pain,hiligaynon,active
hapdi bayag ako,scrotal pain,hiligaynon,active
hapdi bayag akon,scrotal pain,hiligaynon,active
hapdi bayag akon gid,scrotal pain,hiligaynon,active
hapdi bayag akon subong,scrotal pain,hiligaynon,active
hapdi bayag gid ko,scrotal pain,hiligaynon,active
hapdi bayag ko,scrotal pain,hiligaynon,active
hapdi bayag ko gid,scrotal pain,hiligaynon,active
hapdi baywang ako,waist pain,hiligaynon,active
hapdi baywang akon,waist pain,hiligaynon,active
hapdi baywang akon gid,waist pain,hiligaynon,active
hapdi baywang akon subong,waist pain,hiligaynon,active
hapdi baywang gid ko,waist pain,hiligaynon,active
hapdi baywang ko,waist pain,hiligaynon,active
hapdi baywang ko gid,waist pain,hiligaynon,active
hapdi baywang ko man,waist pain,hiligaynon,active
hapdi baywang man,waist pain,hiligaynon,active
hapdi baywang subong,waist pain,hiligaynon,active
hapdi bilad ako,vaginal pain,hiligaynon,active
hapdi bilad akon,vaginal pain,hiligaynon,active
hapdi bilad akon gid,vaginal pain,hiligaynon,active
hapdi bilad akon subong,vaginal pain,hiligaynon,active
hapdi bilad gid ko,vaginal pain,hiligaynon,active
hapdi bilad ko,vaginal pain,hiligaynon,active
hapdi bilad ko ako,vaginal pain,hiligaynon,active
hapdi bilad ko akon,vaginal pain,hiligaynon,active
hapdi bilad ko akon gid,vaginal pain,hiligaynon,active
hapdi bilad ko akon subong,vaginal pain,hiligaynon,active
hapdi bilad ko gid,vaginal pain,hiligaynon,active
hapdi bilad ko gid ko,vaginal pain,hiligaynon,active
hapdi bilad ko ko,vaginal pain,hiligaynon,active
hapdi bilad ko ko gid,vaginal pain,hiligaynon,active
hapdi bilat ako,vaginal pain,hiligaynon,active
hapdi bilat akon,vaginal pain,hiligaynon,active
hapdi bilat akon gid,vaginal pain,hiligaynon,active
hapdi bilat akon subong,vaginal pain,hiligaynon,active
hapdi bilat gid ko,vaginal pain,hiligaynon,active
hapdi bilat ko,vaginal pain,hiligaynon,active
hapdi bilat ko ako,vaginal pain,hiligaynon,active
hapdi bilat ko akon,vaginal pain,hiligaynon,active
hapdi bilat ko akon gid,vaginal pain,hiligaynon,active
hapdi bilat ko akon subong,vaginal pain,hiligaynon,active
hapdi bilat ko gid,vaginal pain,hiligaynon,active
hapdi bilat ko gid ko,vaginal pain,hiligaynon,active
hapdi bilat ko ko,vaginal pain,hiligaynon,active
hapdi bilat ko ko gid,vaginal pain,hiligaynon,active
hapdi buhok akon,hair pain,hiligaynon,active
hapdi buhok gid ko,hair pain,hiligaynon,active
hapdi buhok ko,hair pain,hiligaynon,active
hapdi buhok man,hair pain,hiligaynon,active
hapdi buhok subong,hair pain,hiligaynon,active
hapdi bukong akon,forehead pain,hiligaynon,active
hapdi bukong gid ko,forehead pain,hiligaynon,active
hapdi bukong ko,forehead pain,hiligaynon,active
hapdi bukong man,forehead pain,hiligaynon,active
hapdi bukong subong,forehead pain,hiligaynon,active
hapdi buuk akon,arm pain,hiligaynon,active
hapdi buuk gid ko,arm pain,hiligaynon,active
hapdi buuk ko,arm pain,hiligaynon,active
hapdi buuk man,arm pain,hiligaynon,active
hapdi buuk subong,arm pain,hiligaynon,active
hapdi dalunggan akon,ear pain,hiligaynon,active
hapdi dalunggan gid ko,ear pain,hiligaynon,active
hapdi dalunggan ko,ear pain,hiligaynon,active
hapdi dalunggan man,ear pain,hiligaynon,active
hapdi dalunggan subong,ear pain,hiligaynon,active
hapdi dila akon,tongue pain,hiligaynon,active
hapdi dila gid ko,tongue pain,hiligaynon,active
hapdi dila ko,tongue pain,hiligaynon,active
hapdi dila man,tongue pain,hiligaynon,active
hapdi dila subong,tongue pain,hiligaynon,active
hapdi dughan,chest pain,hiligaynon,active
hapdi dughan acun gid,chest pain,hiligaynon,active
hapdi dughan acun subong,chest pain,hiligaynon,active
hapdi dughan ako,chest pain,hiligaynon,active
hapdi dughan akon,chest pain,hiligaynon,active
hapdi dughan akon gid,chest pain,hiligaynon,active
hapdi dughan akon subong,chest pain,hiligaynon,active
hapdi dughan gid ko,chest pain,hiligaynon,active
hapdi dughan ko,chest pain,hiligaynon,active
hapdi dughan ko gid,chest pain,hiligaynon,active
hapdi dughan ko man,chest pain,hiligaynon,active
hapdi dughan ku gid,chest pain,hiligaynon,active
hapdi dughan ku man,chest pain,hiligaynon,active
hapdi dughan man,chest pain,hiligaynon,active
hapdi dughan subong,chest pain,hiligaynon,active
hapdi ilong akon,nose pain,hiligaynon,active
hapdi ilong gid ko,nose pain,hiligaynon,active
hapdi ilong ko,nose pain,hiligaynon,active
hapdi ilong man,nose pain,hiligaynon,active
hapdi ilong subong,nose pain,hiligaynon,active
hapdi itlog acun,testicular pain,hiligaynon,active
hapdi itlog acun gid,testicular pain,hiligaynon,active
hapdi itlog acun subong,testicular pain,hiligaynon,active
hapdi itlog ako,testicular pain,hiligaynon,active
hapdi itlog akon,testicular pain,hiligaynon,active
hapdi itlog akon gid,testicular pain,hiligaynon,active
hapdi itlog akon subong,testicular pain,hiligaynon,active
hapdi itlog gid ko,testicular pain,hiligaynon,active
hapdi itlog gid ku,testicular pain,hiligaynon,active
hapdi itlog ko,testicular pain,hiligaynon,active
hapdi itlog ko acun,testicular pain,hiligaynon,active
hapdi itlog ko acun gid,testicular pain,hiligaynon,active
hapdi itlog ko acun subong,testicular pain,hiligaynon,active
hapdi itlog ko ako,testicular pain,hiligaynon,active
hapdi itlog ko akon,testicular pain,hiligaynon,active
hapdi itlog ko akon gid,testicular pain,hiligaynon,active
hapdi itlog ko akon subong,testicular pain,hiligaynon,active
hapdi itlog ko gid,testicular pain,hiligaynon,active
hapdi itlog ko gid ko,testicular pain,hiligaynon,active
hapdi itlog ko ko,testicular pain,hiligaynon,active
hapdi itlog ko ko gid,testicular pain,hiligaynon,active
hapdi itlog ku,testicular pain,hiligaynon,active
hapdi itlog ku ako,testicular pain,hiligaynon,active
hapdi itlog ku akon,testicular pain,hiligaynon,active
hapdi itlog ku akon gid,testicular pain,hiligaynon,active
hapdi itlog ku akon subong,testicular pain,hiligaynon,active
hapdi itlog ku gid,testicular pain,hiligaynon,active
hapdi itlog ku gid ko,testicular pain,hiligaynon,active
hapdi itlog ku ko,testicular pain,hiligaynon,active
hapdi itlog ku ko gid,testicular pain,hiligaynon,active
hapdi itlug acun,testicular pain,hiligaynon,active
hapdi itlug acun gid,testicular pain,hiligaynon,active
hapdi itlug acun subong,testicular pain,hiligaynon,active
hapdi itlug ako,testicular pain,hiligaynon,active
hapdi itlug akon,testicular pain,hiligaynon,active
hapdi itlug akon gid,testicular pain,hiligaynon,active
hapdi itlug akon subong,testicular pain,hiligaynon,active
hapdi itlug gid ko,testicular pain,hiligaynon,active
hapdi itlug gid ku,testicular pain,hiligaynon,active
hapdi itlug ko,testicular pain,hiligaynon,active
hapdi itlug ko acun,testicular pain,hiligaynon,active
hapdi itlug ko acun gid,testicular pain,hiligaynon,active
hapdi itlug ko acun subong,testicular pain,hiligaynon,active
hapdi itlug ko ako,testicular pain,hiligaynon,active
hapdi itlug ko akon,testicular pain,hiligaynon,active
hapdi itlug ko akon gid,testicular pain,hiligaynon,active
hapdi itlug ko akon subong,testicular pain,hiligaynon,active
hapdi itlug ko gid,testicular pain,hiligaynon,active
hapdi itlug ko gid ko,testicular pain,hiligaynon,active
hapdi itlug ko ko,testicular pain,hiligaynon,active
hapdi itlug ko ko gid,testicular pain,hiligaynon,active
hapdi itlug ku,testicular pain,hiligaynon,active
hapdi itlug ku ako,testicular pain,hiligaynon,active
hapdi itlug ku akon,testicular pain,hiligaynon,active
hapdi itlug ku akon gid,testicular pain,hiligaynon,active
hapdi itlug ku akon subong,testicular pain,hiligaynon,active
hapdi itlug ku gid,testicular pain,hiligaynon,active
hapdi itlug ku gid ko,testicular pain,hiligaynon,active
hapdi itlug ku ko,testicular pain,hiligaynon,active
hapdi itlug ku ko gid,testicular pain,hiligaynon,active
hapdi kamot akon,hand pain,hiligaynon,active
hapdi kamot gid ko,hand pain,hiligaynon,active
hapdi kamot ko,hand pain,hiligaynon,active
hapdi kamot man,hand pain,hiligaynon,active
hapdi kamot subong,hand pain,hiligaynon,active
hapdi kipay ako,vulvar pain,hiligaynon,active
hapdi kipay akon,vulvar pain,hiligaynon,active
hapdi kipay akon gid,vulvar pain,hiligaynon,active
hapdi kipay akon subong,vulvar pain,hiligaynon,active
hapdi kipay gid ko,vulvar pain,hiligaynon,active
hapdi kipay ko,vulvar pain,hiligaynon,active
hapdi kipay ko gid,vulvar pain,hiligaynon,active
hapdi kuko akon,nail pain,hiligaynon,active
hapdi kuko gid ko,nail pain,hiligaynon,active
hapdi kuko ko,nail pain,hiligaynon,active
hapdi kuko man,nail pain,hiligaynon,active
hapdi kuko subong,nail pain,hiligaynon,active
hapdi lawas akon,body pain,hiligaynon,active
hapdi lawas gid ko,body pain,hiligaynon,active
hapdi lawas ko,body pain,hiligaynon,active
hapdi lawas man,body pain,hiligaynon,active
hapdi lawas subong,body pain,hiligaynon,active
hapdi lawi akon,nape pain,hiligaynon,active
hapdi lawi gid ko,nape pain,hiligaynon,active
hapdi lawi ko,nape pain,hiligaynon,active
hapdi lawi man,nape pain,hiligaynon,active
hapdi lawi subong,nape pain,hiligaynon,active
hapdi likod ako,back pain,hiligaynon,active
hapdi likod akon,back pain,hiligaynon,active
hapdi likod akon gid,back pain,hiligaynon,active
hapdi likod akon subong,back pain,hiligaynon,active
hapdi likod gid ko,back pain,hiligaynon,active
hapdi likod ko,back pain,hiligaynon,active
hapdi likod ko gid,back pain,hiligaynon,active
hapdi likod ko man,back pain,hiligaynon,active
hapdi likod man,back pain,hiligaynon,active
hapdi likod subong,back pain,hiligaynon,active
hapdi liog ako,neck pain,hiligaynon,active
hapdi liog akon,neck pain,hiligaynon,active
hapdi liog akon gid,neck pain,hiligaynon,active
hapdi liog akon subong,neck pain,hiligaynon,active
hapdi liog gid ko,neck pain,hiligaynon,active
hapdi liog ko,neck pain,hiligaynon,active
hapdi liog ko gid,neck pain,hiligaynon,active
hapdi liog ko man,neck pain,hiligaynon,active
hapdi liog man,neck pain,hiligaynon,active
hapdi liog subong,neck pain,hiligaynon,active
hapdi mata ako,eye pain,hiligaynon,active
hapdi mata akon,eye pain,hiligaynon,active
hapdi mata akon gid,eye pain,hiligaynon,active
hapdi mata akon subong,eye pain,hiligaynon,active
hapdi mata gid ko,eye pain,hiligaynon,active
hapdi mata ko,eye pain,hiligaynon,active
hapdi mata ko ako,eye pain,hiligaynon,active
hapdi mata ko akon,eye pain,hiligaynon,active
hapdi mata ko akon gid,eye pain,hiligaynon,active
hapdi mata ko akon subong,eye pain,hiligaynon,active
hapdi mata ko gid,eye pain,hiligaynon,active
hapdi mata ko gid ako,eye pain,hiligaynon,active
hapdi mata ko gid akon,eye pain,hiligaynon,active
hapdi mata ko gid akon gid,eye pain,hiligaynon,active
hapdi mata ko gid akon subong,eye pain,hiligaynon,active
hapdi mata ko gid ko,eye pain,hiligaynon,active
hapdi mata ko gid ko gid,eye pain,hiligaynon,active
hapdi mata ko gid ko man,eye pain,hiligaynon,active
hapdi mata ko ko,eye pain,hiligaynon,active
hapdi mata ko ko gid,eye pain,hiligaynon,active
hapdi mata ko ko man,eye pain,hiligaynon,active
hapdi mata ko man,eye pain,hiligaynon,active
hapdi mata man,eye pain,hiligaynon,active
hapdi mata subong,eye pain,hiligaynon,active
hapdi ngipon akon,tooth pain,hiligaynon,active
hapdi ngipon gid ko,tooth pain,hiligaynon,active
hapdi ngipon ko,tooth pain,hiligaynon,active
hapdi ngipon man,tooth pain,hiligaynon,active
hapdi ngipon subong,tooth pain,hiligaynon,active
hapdi olok ako,head pain,hiligaynon,active
hapdi olok akon,head pain,hiligaynon,active
hapdi olok akon gid,head pain,hiligaynon,active
hapdi olok akon subong,head pain,hiligaynon,active
hapdi olok ko,head pain,hiligaynon,active
hapdi olok ko gid,head pain,hiligaynon,active
hapdi olok ko man,head pain,hiligaynon,active
hapdi paa akon,foot pain,hiligaynon,active
hapdi paa gid ko,foot pain,hiligaynon,active
hapdi paa ko,foot pain,hiligaynon,active
hapdi paa man,foot pain,hiligaynon,active
hapdi paa subong,foot pain,hiligaynon,active
hapdi pilas akon,wound pain,hiligaynon,active
hapdi pilas gid ko,wound pain,hiligaynon,active
hapdi pilas ko,wound pain,hiligaynon,active
hapdi pilas man,wound pain,hiligaynon,active
hapdi pilas subong,wound pain,hiligaynon,active
hapdi pisngi akon,cheek pain,hiligaynon,active
hapdi pisngi gid ko,cheek pain,hiligaynon,active
hapdi pisngi ko,cheek pain,hiligaynon,active
hapdi pisngi man,cheek pain,hiligaynon,active
hapdi pisngi subong,cheek pain,hiligaynon,active
hapdi siko ako,elbow pain,hiligaynon,active
hapdi siko akon,elbow pain,hiligaynon,active
hapdi siko akon gid,elbow pain,hiligaynon,active
hapdi siko akon subong,elbow pain,hiligaynon,active
hapdi siko gid ko,elbow pain,hiligaynon,active
hapdi siko ko,elbow pain,hiligaynon,active
hapdi siko ko gid,elbow pain,hiligaynon,active
hapdi siko ko man,elbow pain,hiligaynon,active
hapdi siko man,elbow pain,hiligaynon,active
hapdi siko subong,elbow pain,hiligaynon,active
hapdi singit ako,groin pain,hiligaynon,active
hapdi singit akon,groin pain,hiligaynon,active
hapdi singit akon gid,groin pain,hiligaynon,active
hapdi singit akon subong,groin pain,hiligaynon,active
hapdi singit gid ko,groin pain,hiligaynon,active
hapdi singit ko,groin pain,hiligaynon,active
hapdi singit ko gid,groin pain,hiligaynon,active
hapdi tadlong akon,forearm pain,hiligaynon,active
hapdi tadlong gid ko,forearm pain,hiligaynon,active
hapdi tadlong ko,forearm pain,hiligaynon,active
hapdi tadlong man,forearm pain,hiligaynon,active
hapdi tadlong subong,forearm pain,hiligaynon,active
hapdi tagipusuon akon,heart pain,hiligaynon,active
hapdi tagipusuon gid ko,heart pain,hiligaynon,active
hapdi tagipusuon ko,heart pain,hiligaynon,active
hapdi tagipusuon man,heart pain,hiligaynon,active
hapdi tagipusuon subong,heart pain,hiligaynon,active
hapdi tai akon,buttocks pain,hiligaynon,active
hapdi tai gid ko,buttocks pain,hiligaynon,active
hapdi tai ko,buttocks pain,hiligaynon,active
hapdi tai man,buttocks pain,hiligaynon,active
hapdi tai subong,buttocks pain,hiligaynon,active
hapdi tiil akon,foot pain,hiligaynon,active
hapdi tiil gid ko,foot pain,hiligaynon,active
hapdi tiil ko,foot pain,hiligaynon,active
hapdi tiil man,foot pain,hiligaynon,active
hapdi tiil subong,foot pain,hiligaynon,active
hapdi tikod ako,heel pain,hiligaynon,active
hapdi tikod akon,heel pain,hiligaynon,active
hapdi tikod akon gid,heel pain,hiligaynon,active
hapdi tikod akon subong,heel pain,hiligaynon,active
hapdi tikod gid ko,heel pain,hiligaynon,active
hapdi tikod ko,heel pain,hiligaynon,active
hapdi tikod ko gid,heel pain,hiligaynon,active
hapdi tikod ko man,heel pain,hiligaynon,active
hapdi tikod man,heel pain,hiligaynon,active
hapdi tikod subong,heel pain,hiligaynon,active
hapdi tina-i ako,abdominal pain,hiligaynon,active
hapdi tina-i akon,abdominal pain,hiligaynon,active
hapdi tina-i akon gid,abdominal pain,hiligaynon,active
hapdi tina-i akon subong,abdominal pain,hiligaynon,active
hapdi tina-i ko,abdominal pain,hiligaynon,active
hapdi tina-i ko gid,abdominal pain,hiligaynon,active
hapdi tina-i ko man,abdominal pain,hiligaynon,active
hapdi titi akon,breast pain,hiligaynon,active
hapdi titi gid ko,breast pain,hiligaynon,active
hapdi titi ko,breast pain,hiligaynon,active
hapdi titi man,breast pain,hiligaynon,active
hapdi titi subong,breast pain,hiligaynon,active
hapdi tiyan ako,abdominal pain,hiligaynon,active
hapdi tiyan akon,abdominal pain,hiligaynon,active
hapdi tiyan akon gid,abdominal pain,hiligaynon,active
hapdi tiyan akon subong,abdominal pain,hiligaynon,active
hapdi tiyan gid ko,abdominal pain,hiligaynon,active
hapdi tiyan ko,abdominal pain,hiligaynon,active
