entity,entity_type,normalized,status
Abnormal Sharpey Fiber Morphology,symptom,abnormal sharpey fiber morphology,active
Abnormal Sharpey Fibre Morphology,symptom,abnormal sharpey fibre morphology,active
Abnormal Shoulder Morphology,symptom,abnormal shoulder morphology,active
Abnormal Shoulder Physiology,symptom,abnormal shoulder physiology,active
Abnormal Sialylation of N-linked Protein Glycosylation,symptom,abnormal sialylation of n-linked protein glycosylation,active
Abnormal Sialylation of O-linked Protein Glycosylation,symptom,abnormal sialylation of o-linked protein glycosylation,active
Abnormal Single Motor Unit Action Potential,symptom,abnormal single motor unit action potential,active
Abnormal Sixth Cranial Nerve Morphology,symptom,abnormal sixth cranial nerve morphology,active
Abnormal Size of Corpus Callosum,symptom,abnormal size of corpus callosum,active
Abnormal Size of Nasopharyngeal Adenoids,symptom,abnormal size of nasopharyngeal adenoids,active
Abnormal Size of Pituitary Gland,symptom,abnormal size of pituitary gland,active
Abnormal Size of the Clitoris,symptom,abnormal size of the clitoris,active
Abnormal Size of the Dental Root,symptom,abnormal size of the dental root,active
Abnormal Size of the Opening Between the Eyelids,symptom,abnormal size of the opening between the eyelids,active
Abnormal Size of the Palpebral Fissures,symptom,abnormal size of the palpebral fissures,active
Abnormal Skeletal Morphology,symptom,abnormal skeletal morphology,active
Abnormal Skeletal Muscle Fiber Morphology,symptom,abnormal skeletal muscle fiber morphology,active
Abnormal Skeletal Muscle Fibre Morphology,symptom,abnormal skeletal muscle fibre morphology,active
Abnormal Skeletal Muscle Morphology,symptom,abnormal skeletal muscle morphology,active
Abnormal Skin Adnexa Morphology,symptom,abnormal skin adnexa morphology,active
Abnormal Skin Appendage,symptom,abnormal skin appendage,active
Abnormal Skin Color,symptom,abnormal skin color,active
Abnormal Skin Colour,symptom,abnormal skin colour,active
Abnormal Skin Morphology,symptom,abnormal skin morphology,active
Abnormal Skin Morphology of the Palm,symptom,abnormal skin morphology of the palm,active
Abnormal Skin Pigmentation,symptom,abnormal skin pigmentation,active
Abnormal Skin Structure,symptom,abnormal skin structure,active
Abnormal Skinfold Thickness Measurement,symptom,abnormal skinfold thickness measurement,active
Abnormal Skull Base Morphology,symptom,abnormal skull base morphology,active
Abnormal Skull Morphology,symptom,abnormal skull morphology,active
Abnormal Sleep Architecture,symptom,abnormal sleep architecture,active
Abnormal Small Intestinal Mucosa Morphology,symptom,abnormal small intestinal mucosa morphology,active
Abnormal Small Intestinal Villus Morphology,symptom,abnormal small intestinal villus morphology,active
Abnormal Small Intestine Morphology,symptom,abnormal small intestine morphology,active
Abnormal Smooth Pursuits,symptom,abnormal smooth pursuits,active
Abnormal Social Awareness,symptom,abnormal social awareness,active
Abnormal Social Behavior,symptom,abnormal social behavior,active
Abnormal Social Development,symptom,abnormal social development,active
Abnormal Social Emotional Interactions,symptom,abnormal social emotional interactions,active
Abnormal Social Interactions,symptom,abnormal social interactions,active
Abnormal Social Understanding,symptom,abnormal social understanding,active
Abnormal Soft Palate Morphology,symptom,abnormal soft palate morphology,active
Abnormal Somatotropin Level,symptom,abnormal somatotropin level,active
Abnormal Spaced Incisors,symptom,abnormal spaced incisors,active
Abnormal Spatial Orientation of the Cardiac Segments,symptom,abnormal spatial orientation of the cardiac segments,active
Abnormal Specific Antibody Response,symptom,abnormal specific antibody response,active
Abnormal Speech,symptom,abnormal speech,active
Abnormal Speech Discrimination,symptom,abnormal speech discrimination,active
Abnormal Speech Pattern,symptom,abnormal speech pattern,active
Abnormal Speech Rate,symptom,abnormal speech rate,active
Abnormal Speech Rhythm,symptom,abnormal speech rhythm,active
Abnormal Speech Volume,symptom,abnormal speech volume,active
Abnormal Sperm Axoneme Morphology,symptom,abnormal sperm axoneme morphology,active
Abnormal Sperm Head Morphology,symptom,abnormal sperm head morphology,active
Abnormal Sperm Mid-piece Morphology,symptom,abnormal sperm mid-piece morphology,active
Abnormal Sperm Morphology,symptom,abnormal sperm morphology,active
Abnormal Sperm Motility,symptom,abnormal sperm motility,active
Abnormal Sperm Neck Morphology,symptom,abnormal sperm neck morphology,active
Abnormal Sperm Physiology,symptom,abnormal sperm physiology,active
Abnormal Sperm Principal Piece Morphology,symptom,abnormal sperm principal piece morphology,active
Abnormal Sperm Tail Morphology,symptom,abnormal sperm tail morphology,active
Abnormal Spermatogenesis,symptom,abnormal spermatogenesis,active
Abnormal Spinal Cord Dorsal Column Morphology,symptom,abnormal spinal cord dorsal column morphology,active
Abnormal Spinal Cord Lateral Corticospinal Tract Morphology,symptom,abnormal spinal cord lateral corticospinal tract morphology,active
Abnormal Spinal Cord Morphology,symptom,abnormal spinal cord morphology,active
Abnormal Spinal Cord Physiology,symptom,abnormal spinal cord physiology,active
Abnormal Spinal Cord White Matter Morphology,symptom,abnormal spinal cord white matter morphology,active
Abnormal Spinal Dura Mater Morphology,symptom,abnormal spinal dura mater morphology,active
Abnormal Spinal Meningeal Morphology,symptom,abnormal spinal meningeal morphology,active
Abnormal Spinal Segmentation,symptom,abnormal spinal segmentation,active
Abnormal Spine,symptom,abnormal spine,active
Abnormal Spinocerebellar Tract Morphology,symptom,abnormal spinocerebellar tract morphology,active
Abnormal Spit,symptom,abnormal spit,active
Abnormal Spleen Location,symptom,abnormal spleen location,active
Abnormal Spleen Morphology,symptom,abnormal spleen morphology,active
Abnormal Spleen Physiology,symptom,abnormal spleen physiology,active
Abnormal Sputum,symptom,abnormal sputum,active
Abnormal Sputum Morphology,symptom,abnormal sputum morphology,active
Abnormal ST Segment,symptom,abnormal st segment,active
Abnormal Stapes Morphology,symptom,abnormal stapes morphology,active
Abnormal Static Automated Perimetry Test,symptom,abnormal static automated perimetry test,active
Abnormal Static Perimetry Test,symptom,abnormal static perimetry test,active
Abnormal Stereopsis,symptom,abnormal stereopsis,active
Abnormal Sternal Ossification,symptom,abnormal sternal ossification,active
Abnormal Sternum Morphology,symptom,abnormal sternum morphology,active
Abnormal Stomach Location,symptom,abnormal stomach location,active
Abnormal Stomach Morphology,symptom,abnormal stomach morphology,active
Abnormal Stool Composition,symptom,abnormal stool composition,active
Abnormal Stool Urobilinogen Concentration,symptom,abnormal stool urobilinogen concentration,active
Abnormal Subarachnoid Space Morphology,symptom,abnormal subarachnoid space morphology,active
Abnormal Subclavian Artery Morphology,symptom,abnormal subclavian artery morphology,active
Abnormal Subcutaneous Fat Tissue Distribution,symptom,abnormal subcutaneous fat tissue distribution,active
Abnormal Subpleural Morphology,symptom,abnormal subpleural morphology,active
Abnormal Substantia Nigra Morphology,symptom,abnormal substantia nigra morphology,active
Abnormal Subthalamic Nucleus Morphology,symptom,abnormal subthalamic nucleus morphology,active
Abnormal Subungual Morphology,symptom,abnormal subungual morphology,active
Abnormal Sudomotor Regulation,symptom,abnormal sudomotor regulation,active
Abnormal Superficial Reflex,symptom,abnormal superficial reflex,active
Abnormal Superficial Temporal Artery Morphology,symptom,abnormal superficial temporal artery morphology,active
Abnormal Superior Cerebellar Peduncle Morphology,symptom,abnormal superior cerebellar peduncle morphology,active
Abnormal Superior Oblique Muscle Physiology,symptom,abnormal superior oblique muscle physiology,active
Abnormal Superior Rectus Muscle Physiology,symptom,abnormal superior rectus muscle physiology,active
Abnormal Superior Vena Cava Morphology,symptom,abnormal superior vena cava morphology,active
Abnormal Superoxide Dismutase Level,symptom,abnormal superoxide dismutase level,active
Abnormal Superoxide:superoxide Oxidoreductase Activity,symptom,abnormal superoxide:superoxide oxidoreductase activity,active
Abnormal Surface-connected Open Canalicular System,symptom,abnormal surface-connected open canalicular system,active
Abnormal Susceptibility to Fractures,symptom,abnormal susceptibility to fractures,active
Abnormal Suspensory Ligament of Lens Morphology,symptom,abnormal suspensory ligament of lens morphology,active
Abnormal Sweat Electrolytes,symptom,abnormal sweat electrolytes,active
Abnormal Sweat Gland Morphology,symptom,abnormal sweat gland morphology,active
Abnormal Sweat Homeostasis,symptom,abnormal sweat homeostasis,active
Abnormal Synaptic Transmission,symptom,abnormal synaptic transmission,active
Abnormal Synaptic Transmission At the Neuromuscular Junction,symptom,abnormal synaptic transmission at the neuromuscular junction,active
Abnormal Synovial Bursa Morphology,symptom,abnormal synovial bursa morphology,active
Abnormal Synovial Cavity Morphology,symptom,abnormal synovial cavity morphology,active
Abnormal Synovial Membrane Morphology,symptom,abnormal synovial membrane morphology,active
Abnormal Syntax,symptom,abnormal syntax,active
Abnormal Systemic Arterial Morphology,symptom,abnormal systemic arterial morphology,active
Abnormal Systemic Artery Morphology,symptom,abnormal systemic artery morphology,active
Abnormal Systemic Blood Pressure,symptom,abnormal systemic blood pressure,active
Abnormal Systemic BP,symptom,abnormal systemic bp,active
Abnormal T Cell Activation,symptom,abnormal t cell activation,active
Abnormal T Cell Apoptosis,symptom,abnormal t cell apoptosis,active
Abnormal T Cell Count,symptom,abnormal t cell count,active
Abnormal T Cell Morphology,symptom,abnormal t cell morphology,active
Abnormal T Cell Physiology,symptom,abnormal t cell physiology,active
Abnormal T Cell Proliferation,symptom,abnormal t cell proliferation,active
Abnormal T Cell Subset Distribution,symptom,abnormal t cell subset distribution,active
Abnormal T Cells,symptom,abnormal t cells,active
Abnormal T Lymphocyte Activation,symptom,abnormal t lymphocyte activation,active
Abnormal T-wave,symptom,abnormal t-wave,active
Abnormal T3/T4 Ratio,symptom,abnormal t3/t4 ratio,active
Abnormal Tailbone,symptom,abnormal tailbone,active
Abnormal Talus Morphology,symptom,abnormal talus morphology,active
Abnormal Tarsal Bone Mineral Density,symptom,abnormal tarsal bone mineral density,active
Abnormal Tarsal Ossification,symptom,abnormal tarsal ossification,active
Abnormal Tarsals,symptom,abnormal tarsals,active
Abnormal TCR Repertoire,symptom,abnormal tcr repertoire,active
Abnormal Teeth,symptom,abnormal teeth,active
Abnormal Teeth Spacing,symptom,abnormal teeth spacing,active
Abnormal Telomere Morphology,symptom,abnormal telomere morphology,active
Abnormal Temper Tantrums,symptom,abnormal temper tantrums,active
Abnormal Temporal Bone Morphology,symptom,abnormal temporal bone morphology,active
Abnormal Temporal Lobe Morphology,symptom,abnormal temporal lobe morphology,active
Abnormal Tendency to Infections of the Skin,symptom,abnormal tendency to infections of the skin,active
Abnormal Tendon Morphology,symptom,abnormal tendon morphology,active
Abnormal Terminal Phalanges of the Hand,symptom,abnormal terminal phalanges of the hand,active
Abnormal Terminal:vellus Ratio,symptom,abnormal terminal:vellus ratio,active
Abnormal Testis Morphology,symptom,abnormal testis morphology,active
Abnormal Testosterone: Estradiol Ratio,symptom,abnormal testosterone: estradiol ratio,active
Abnormal Th1 T Cell Proportion,symptom,abnormal th1 t cell proportion,active
Abnormal Th17 T Cell Proportion,symptom,abnormal th17 t cell proportion,active
Abnormal Thalamic MRI Signal Intensity,symptom,abnormal thalamic mri signal intensity,active
Abnormal Thalamic Size,symptom,abnormal thalamic size,active
Abnormal Thalamus Morphology,symptom,abnormal thalamus morphology,active
Abnormal Thigh Muscles,symptom,abnormal thigh muscles,active
Abnormal Thigmesthesia,symptom,abnormal thigmesthesia,active
Abnormal Third Cranial Nerve Morphology,symptom,abnormal third cranial nerve morphology,active
Abnormal Third Toe Morphology,symptom,abnormal third toe morphology,active
Abnormal Third Ventricle Morphology,symptom,abnormal third ventricle morphology,active
Abnormal Thoracic Duct Morphology,symptom,abnormal thoracic duct morphology,active
Abnormal Thoracic Spine Morphology,symptom,abnormal thoracic spine morphology,active
Abnormal Thorax Morphology,symptom,abnormal thorax morphology,active
Abnormal Thought Pattern,symptom,abnormal thought pattern,active
Abnormal Threonine Levels in Cerebrospinal Fluid,symptom,abnormal threonine levels in cerebrospinal fluid,active
Abnormal Thrombosis,symptom,abnormal thrombosis,active
Abnormal Thumb Morphology,symptom,abnormal thumb morphology,active
Abnormal Thumb Placement,symptom,abnormal thumb placement,active
