symptom_key,aliases,display_name,category,tip_1,tip_2,tip_3,tip_4,when_to_seek_care,resource_label,resource_url,active
b5_watch_repair_bench_wheeze_smoke_drift,b5 wheeze smoke drift watch repair bench|watch repair bench mild wheeze smoke drift|wheeze_smoke_drift @watch_repair_bench|Mild wheeze smoke drift during watch repair bench,Mild wheeze smoke drift (watch repair bench),respiratory,Sit upright; move to cleaner air away from smoke/dust.,During watch repair bench: sip fluids; honey may soothe adults/older children (not under 1 year).,Use prescribed inhalers exactly as directed if you have them.,Pace activity until breathing eases; avoid leftover antibiotics for viral colds.,"Seek care for breathing difficulty, chest pain, blue lips, high fever, or coughing blood.",National Nutrition Council (NNC),https://nnc.gov.ph/,1
b5_watch_repair_bench_palpitations_stairs_rush,b5 palpitations stairs rush watch repair bench|watch repair bench palpitations after rush stairs|palpitations_stairs_rush @watch_repair_bench|Palpitations after rush stairs during watch repair bench,Palpitations after rush stairs (watch repair bench),general,"Pause, hydrate, and take a short rest in a safer cooler spot.",During watch repair bench: eat a balanced light snack if you skipped meals.,Read medicine labels carefully before any OTC dose.,Resume activity gradually only after you feel steady.,"Seek care if symptoms worsen, last longer than expected, or include red-flag signs for your condition.",American Academy of Family Physicians (AAFP),https://www.aafp.org/,1
b5_watch_repair_bench_reflux_chili_vinegar,b5 reflux chili vinegar watch repair bench|watch repair bench reflux chili vinegar|reflux_chili_vinegar @watch_repair_bench|Reflux chili vinegar during watch repair bench,Reflux chili vinegar (watch repair bench),gastrointestinal,Sip water or ORS slowly; avoid large greasy meals for a few hours.,During watch repair bench: rest upright; a warm compress may ease mild cramps.,Choose bland foods later when appetite returns.,Do not take leftover prescription gut medicines without advice.,"Seek care for severe pain, persistent vomiting, blood in stool/vomit, dehydration, or high fever.",Philippine Obstetrical and Gynecological Society (POGS),https://pogsinc.org/,1
b5_watch_repair_bench_gas_carbonated_rush,b5 gas carbonated rush watch repair bench|watch repair bench gas carbonated rush drink|gas_carbonated_rush @watch_repair_bench|Gas carbonated rush drink during watch repair bench,Gas carbonated rush drink (watch repair bench),gastrointestinal,Sip water or ORS slowly; avoid large greasy meals for a few hours.,During watch repair bench: rest upright; a warm compress may ease mild cramps.,Choose bland foods later when appetite returns.,Do not take leftover prescription gut medicines without advice.,"Seek care for severe pain, persistent vomiting, blood in stool/vomit, dehydration, or high fever.",Philippine Pediatric Society (PPS),https://pps.org.ph/,1
b5_watch_repair_bench_nausea_diesel_fumes,b5 nausea diesel fumes watch repair bench|watch repair bench nausea diesel fumes|nausea_diesel_fumes @watch_repair_bench|Nausea diesel fumes during watch repair bench,Nausea diesel fumes (watch repair bench),gastrointestinal,Sip water or ORS slowly; avoid large greasy meals for a few hours.,During watch repair bench: rest upright; a warm compress may ease mild cramps.,Choose bland foods later when appetite returns.,Do not take leftover prescription gut medicines without advice.,"Seek care for severe pain, persistent vomiting, blood in stool/vomit, dehydration, or high fever.",FDA Philippines,https://www.fda.gov.ph/,1
b5_watch_repair_bench_cramp_skipped_lunch,b5 cramp skipped lunch watch repair bench|watch repair bench belly cramp skipped lunch|cramp_skipped_lunch @watch_repair_bench|Belly cramp skipped lunch during watch repair bench,Belly cramp skipped lunch (watch repair bench),gastrointestinal,Sip water or ORS slowly; avoid large greasy meals for a few hours.,During watch repair bench: rest upright; a warm compress may ease mild cramps.,Choose bland foods later when appetite returns.,Do not take leftover prescription gut medicines without advice.,"Seek care for severe pain, persistent vomiting, blood in stool/vomit, dehydration, or high fever.",MedlinePlus: Health Topics,https://medlineplus.gov/healthtopics.html,1
b5_watch_repair_bench_loose_stool_streetfood,b5 loose stool streetfood watch repair bench|watch repair bench loose stool street food|loose_stool_streetfood @watch_repair_bench|Loose stool street food during watch repair bench,Loose stool street food (watch repair bench),gastrointestinal,Sip water or ORS slowly; avoid large greasy meals for a few hours.,During watch repair bench: rest upright; a warm compress may ease mild cramps.,Choose bland foods later when appetite returns.,Do not take leftover prescription gut medicines without advice.,"Seek care for severe pain, persistent vomiting, blood in stool/vomit, dehydration, or high fever.",Cleveland Clinic: Health Library,https://my.clevelandclinic.org/health,1
b5_watch_repair_bench_constip_low_water_day,b5 constip low water day watch repair bench|watch repair bench constipation low water day|constip_low_water_day @watch_repair_bench|Constipation low water day during watch repair bench,Constipation low water day (watch repair bench),gastrointestinal,Sip water or ORS slowly; avoid large greasy meals for a few hours.,During watch repair bench: rest upright; a warm compress may ease mild cramps.,Choose bland foods later when appetite returns.,Do not take leftover prescription gut medicines without advice.,"Seek care for severe pain, persistent vomiting, blood in stool/vomit, dehydration, or high fever.",National Nutrition Council (NNC),https://nnc.gov.ph/,1
b5_watch_repair_bench_heartburn_late_coffee,b5 heartburn late coffee watch repair bench|watch repair bench heartburn late coffee|heartburn_late_coffee @watch_repair_bench|Heartburn late coffee during watch repair bench,Heartburn late coffee (watch repair bench),gastrointestinal,Sip water or ORS slowly; avoid large greasy meals for a few hours.,During watch repair bench: rest upright; a warm compress may ease mild cramps.,Choose bland foods later when appetite returns.,Do not take leftover prescription gut medicines without advice.,"Seek care for severe pain, persistent vomiting, blood in stool/vomit, dehydration, or high fever.",WHO: Health topics,https://www.who.int/health-topics,1
b5_watch_repair_bench_hiccup_after_soda,b5 hiccup after soda watch repair bench|watch repair bench hiccups after soda|hiccup_after_soda @watch_repair_bench|Hiccups after soda during watch repair bench,Hiccups after soda (watch repair bench),gastrointestinal,Sip water or ORS slowly; avoid large greasy meals for a few hours.,During watch repair bench: rest upright; a warm compress may ease mild cramps.,Choose bland foods later when appetite returns.,Do not take leftover prescription gut medicines without advice.,"Seek care for severe pain, persistent vomiting, blood in stool/vomit, dehydration, or high fever.",National Nutrition Council (NNC),https://nnc.gov.ph/,1
b5_watch_repair_bench_mouth_ulcer_acidic,b5 mouth ulcer acidic watch repair bench|watch repair bench mouth ulcer acidic snack|mouth_ulcer_acidic @watch_repair_bench|Mouth ulcer acidic snack during watch repair bench,Mouth ulcer acidic snack (watch repair bench),dental,"Pause, hydrate, and take a short rest in a safer cooler spot.",During watch repair bench: eat a balanced light snack if you skipped meals.,Read medicine labels carefully before any OTC dose.,Resume activity gradually only after you feel steady.,"Seek dental care for facial swelling, fever, pus, trauma, or pain lasting more than 1–2 days.",DOH Philippines,https://doh.gov.ph/,1
b5_watch_repair_bench_tooth_zing_ice_water,b5 tooth zing ice water watch repair bench|watch repair bench tooth zing ice water|tooth_zing_ice_water @watch_repair_bench|Tooth zing ice water during watch repair bench,Tooth zing ice water (watch repair bench),dental,"Pause, hydrate, and take a short rest in a safer cooler spot.",During watch repair bench: eat a balanced light snack if you skipped meals.,Read medicine labels carefully before any OTC dose.,Resume activity gradually only after you feel steady.,"Seek dental care for facial swelling, fever, pus, trauma, or pain lasting more than 1–2 days.",DOH Philippines,https://doh.gov.ph/,1
b5_watch_repair_bench_gum_tender_floss,b5 gum tender floss watch repair bench|watch repair bench gum tender after floss|gum_tender_floss @watch_repair_bench|Gum tender after floss during watch repair bench,Gum tender after floss (watch repair bench),dental,"Pause, hydrate, and take a short rest in a safer cooler spot.",During watch repair bench: eat a balanced light snack if you skipped meals.,Read medicine labels carefully before any OTC dose.,Resume activity gradually only after you feel steady.,"Seek dental care for facial swelling, fever, pus, trauma, or pain lasting more than 1–2 days.",National Nutrition Council (NNC),https://nnc.gov.ph/,1
b5_watch_repair_bench_jaw_clench_deadline,b5 jaw clench deadline watch repair bench|watch repair bench jaw clench deadline stress|jaw_clench_deadline @watch_repair_bench|Jaw clench deadline stress during watch repair bench,Jaw clench deadline stress (watch repair bench),dental,"Pause, hydrate, and take a short rest in a safer cooler spot.",During watch repair bench: eat a balanced light snack if you skipped meals.,Read medicine labels carefully before any OTC dose.,Resume activity gradually only after you feel steady.,"Seek dental care for facial swelling, fever, pus, trauma, or pain lasting more than 1–2 days.",National Cancer Institute,https://www.cancer.gov/,1
b5_watch_repair_bench_tongue_bite_mild,b5 tongue bite mild watch repair bench|watch repair bench mild tongue bite sore|tongue_bite_mild @watch_repair_bench|Mild tongue bite sore during watch repair bench,Mild tongue bite sore (watch repair bench),dental,"Pause, hydrate, and take a short rest in a safer cooler spot.",During watch repair bench: eat a balanced light snack if you skipped meals.,Read medicine labels carefully before any OTC dose.,Resume activity gradually only after you feel steady.,"Seek dental care for facial swelling, fever, pus, trauma, or pain lasting more than 1–2 days.",NHS: Conditions A–Z,https://www.nhs.uk/conditions/,1
b5_watch_repair_bench_lip_chap_salty_air,b5 lip chap salty air watch repair bench|watch repair bench lips chap salty air|lip_chap_salty_air @watch_repair_bench|Lips chap salty air during watch repair bench,Lips chap salty air (watch repair bench),skin,Keep the area clean and dry; avoid scratching open.,During watch repair bench: fragrance-free moisturizer or cool compress for mild itch.,Wear breathable fabrics; change out of damp clothes.,"Do not apply butter, toothpaste, or harsh folk pastes.","Seek care for rapidly spreading redness, blistering, fever, facial swelling, or breathing trouble.",NIH: Health Information,https://www.nih.gov/health-information,1
b5_watch_repair_bench_hand_crack_detergent,b5 hand crack detergent watch repair bench|watch repair bench hand cracks detergent|hand_crack_detergent @watch_repair_bench|Hand cracks detergent during watch repair bench,Hand cracks detergent (watch repair bench),skin,Keep the area clean and dry; avoid scratching open.,During watch repair bench: fragrance-free moisturizer or cool compress for mild itch.,Wear breathable fabrics; change out of damp clothes.,"Do not apply butter, toothpaste, or harsh folk pastes.","Seek care for rapidly spreading redness, blistering, fever, facial swelling, or breathing trouble.",National Nutrition Council (NNC),https://nnc.gov.ph/,1
