local_term,english_translation,category,medical_keyword,severity,body_system
luya gid ko,fatigue,symptom,fatigue,mild,general
complain ko kay kapoy sige gid,fatigue,symptom,fatigue,mild,general
basin kapoy karon subong,fatigue,symptom,fatigue,mild,general
"doc, ginakapoy subong gid ako",fatigue,symptom,fatigue,mild,general
luya na gid,fatigue,symptom,fatigue,mild,general
weakness ako,fatigue,symptom,fatigue,mild,general
"doktor, weakness since kagapon gid ko",fatigue,symptom,fatigue,mild,general
kapoy na gid,fatigue,symptom,fatigue,mild,general
ginamaluya man,fatigue,symptom,fatigue,mild,general
body weakness po,fatigue,symptom,fatigue,mild,general
feel ko nga weakness pirmi gid,fatigue,symptom,fatigue,mild,general
ginakapoy na gid,fatigue,symptom,fatigue,mild,general
"doc, maluya kagapon gid ko",fatigue,symptom,fatigue,mild,general
weakness po,fatigue,symptom,fatigue,mild,general
ginamaluya subong,fatigue,symptom,fatigue,mild,general
"doktor, ginamaluya since kagapon na gid",fatigue,symptom,fatigue,mild,general
maluya na gid,fatigue,symptom,fatigue,mild,general
complain ko kay luya halin sang aga bah,fatigue,symptom,fatigue,mild,general
sige ko ginamaluya pirmi ko,fatigue,symptom,fatigue,mild,general
"doc, ginakapoy sige gid ako",fatigue,symptom,fatigue,mild,general
ginakapoy talaga,fatigue,symptom,fatigue,mild,general
"doktor, kasukaon sige gid ako",nausea,symptom,nausea,mild,gastrointestinal
kasukaon talaga,nausea,symptom,nausea,mild,gastrointestinal
nahihilo tiyan sige,nausea,symptom,nausea,mild,gastrointestinal
"dok, nausea sige subong",nausea,symptom,nausea,mild,gastrointestinal
nahihilo tiyan subong,nausea,symptom,nausea,mild,gastrointestinal
ginabalik tiyan subong,nausea,symptom,nausea,mild,gastrointestinal
"doktor, nausea since kagapon ako",nausea,symptom,nausea,mild,gastrointestinal
complain ko kay ginabalik tiyan kagapon man,nausea,symptom,nausea,mild,gastrointestinal
nausea ako,nausea,symptom,nausea,mild,gastrointestinal
kasukaon / nausea,nausea,symptom,nausea,mild,gastrointestinal
ginabalik tiyan man,nausea,symptom,nausea,mild,gastrointestinal
ginabalik tiyan gid,nausea,symptom,nausea,mild,gastrointestinal
pareho ginakasukaon karon gid ko,nausea,symptom,nausea,mild,gastrointestinal
kasukaon gid ko,nausea,symptom,nausea,mild,gastrointestinal
nahihilo tiyan po,nausea,symptom,nausea,mild,gastrointestinal
may kasukaon,nausea,symptom,nausea,mild,gastrointestinal
ginabalik tian,nausea,symptom,nausea,mild,gastrointestinal
feel ko nga kasukaon halin sang gabii,nausea,symptom,nausea,mild,gastrointestinal
ginabalik tiyan bah,nausea,symptom,nausea,mild,gastrointestinal
nahihilo tiyan / nausea,nausea,symptom,nausea,mild,gastrointestinal
"doktor, ginabalik tiyan pirmi gid ako",nausea,symptom,nausea,mild,gastrointestinal
may ara ko nga ginakasukaon sige na gid,nausea,symptom,nausea,mild,gastrointestinal
sige ko nausea kagapon na gid,nausea,symptom,nausea,mild,gastrointestinal
"doktor, ginakasukaon pirmi ako",nausea,symptom,nausea,mild,gastrointestinal
nausea bah,nausea,symptom,nausea,mild,gastrointestinal
may ara ko nga ginakasukaon halin sang aga gid ako,nausea,symptom,nausea,mild,gastrointestinal
may Ginabalik tiyan ko,nausea,symptom,nausea,mild,gastrointestinal
nahihilo tiyan talaga,nausea,symptom,nausea,mild,gastrointestinal
ginabalik tiyan talaga,nausea,symptom,nausea,mild,gastrointestinal
nausea gid,nausea,symptom,nausea,mild,gastrointestinal
kasukaon,nausea,symptom,nausea,mild,gastrointestinal
ginabalik tiyan ko,nausea,symptom,nausea,mild,gastrointestinal
kasukaon na gid,nausea,symptom,nausea,mild,gastrointestinal
kasukaon man,nausea,symptom,nausea,mild,gastrointestinal
sige ko nausea pirmi gid ako,nausea,symptom,nausea,mild,gastrointestinal
kasukaon bah,nausea,symptom,nausea,mild,gastrointestinal
sige ko kasukaon halin sang gabii bah,nausea,symptom,nausea,mild,gastrointestinal
sige ko kasukaon halin sang gabii ko,nausea,symptom,nausea,mild,gastrointestinal
may ara ko nga kasukaon halin sang gabii gid ko,nausea,symptom,nausea,mild,gastrointestinal
"dok, nahihilo tiyan since kagapon",nausea,symptom,nausea,mild,gastrointestinal
ginabalik tiyan karon man,nausea,symptom,nausea,mild,gastrointestinal
ginabalik tiyan na gid,nausea,symptom,nausea,mild,gastrointestinal
Ginabalik tian ko,nausea,symptom,nausea,mild,gastrointestinal
nahihilo tiyan bah,nausea,symptom,nausea,mild,gastrointestinal
feel ko nga nahihilo tiyan kagapon,nausea,symptom,nausea,mild,gastrointestinal
complain ko kay ginakasukaon kagapon gid ako,nausea,symptom,nausea,mild,gastrointestinal
kasukaon since kagapon man,nausea,symptom,nausea,mild,gastrointestinal
ginabalik tiyan since kagapon subong,nausea,symptom,nausea,mild,gastrointestinal
ginabalik tiyan gid ko,nausea,symptom,nausea,mild,gastrointestinal
kasukaon ko,nausea,symptom,nausea,mild,gastrointestinal
"doktor, kasukaon halin sang aga man",nausea,symptom,nausea,mild,gastrointestinal
feel ko may nausea,nausea,symptom,nausea,mild,gastrointestinal
kasukaon po,nausea,symptom,nausea,mild,gastrointestinal
nausea subong,nausea,symptom,nausea,mild,gastrointestinal
may nausea ko,nausea,symptom,nausea,mild,gastrointestinal
complain ko kay ginabalik tiyan sige ko,nausea,symptom,nausea,mild,gastrointestinal
nagnahihilo tiyan,nausea,symptom,nausea,mild,gastrointestinal
nagGinabalik tiyan ko,nausea,symptom,nausea,mild,gastrointestinal
complain ko kay nahihilo tiyan halin sang gabii ko,nausea,symptom,nausea,mild,gastrointestinal
nahihilo tiyan ko,nausea,symptom,nausea,mild,gastrointestinal
"dok, kasukaon halin sang gabii ko",nausea,symptom,nausea,mild,gastrointestinal
nausea,nausea,symptom,nausea,mild,gastrointestinal
"dok, ginabalik tiyan halin sang aga man",nausea,symptom,nausea,mild,gastrointestinal
nausea talaga,nausea,symptom,nausea,mild,gastrointestinal
daw nausea since kagapon ako,nausea,symptom,nausea,mild,gastrointestinal
ginakasukaon / nausea,nausea,symptom,nausea,mild,gastrointestinal
nahihilo tiyan gid ko,nausea,symptom,nausea,mild,gastrointestinal
sige ko ginabalik tiyan kagapon gid ko,nausea,symptom,nausea,mild,gastrointestinal
kasukaon since kagapon na gid,nausea,symptom,nausea,mild,gastrointestinal
ginGinabalik tiyan ko,nausea,symptom,nausea,mild,gastrointestinal
"dok, nahihilo tiyan pirmi bah",nausea,symptom,nausea,mild,gastrointestinal
may nausea,nausea,symptom,nausea,mild,gastrointestinal
basin nahihilo tiyan pirmi gid ako,nausea,symptom,nausea,mild,gastrointestinal
ginabalik tyan,nausea,symptom,nausea,mild,gastrointestinal
nausea man,nausea,symptom,nausea,mild,gastrointestinal
may ara ko nga nahihilo tiyan halin sang gabii subong,nausea,symptom,nausea,mild,gastrointestinal
"doc, nahihilo tiyan halin sang aga bah",nausea,symptom,nausea,mild,gastrointestinal
"doktor, kasukaon since kagapon gid",nausea,symptom,nausea,mild,gastrointestinal
nahihilo tiyan,nausea,symptom,nausea,mild,gastrointestinal
pareho ginakasukaon halin sang gabii,nausea,symptom,nausea,mild,gastrointestinal
ginnahihilo tiyan,nausea,symptom,nausea,mild,gastrointestinal
nahihilo tiyan gid,nausea,symptom,nausea,mild,gastrointestinal
"doc, ginabalik tiyan subong man",nausea,symptom,nausea,mild,gastrointestinal
nausea na gid,nausea,symptom,nausea,mild,gastrointestinal
"doc, ginakasukaon karon bah",nausea,symptom,nausea,mild,gastrointestinal
pareho ginakasukaon pirmi gid ako,nausea,symptom,nausea,mild,gastrointestinal
sige ko ginabalik tiyan karon na gid,nausea,symptom,nausea,mild,gastrointestinal
nahihilo tiyan ako,nausea,symptom,nausea,mild,gastrointestinal
ginabalik tiyan ako,nausea,symptom,nausea,mild,gastrointestinal
"doc, kasukaon pirmi ako",nausea,symptom,nausea,mild,gastrointestinal
basin nahihilo tiyan karon gid ako,nausea,symptom,nausea,mild,gastrointestinal
"doc, nahihilo tiyan halin sang gabii gid ako",nausea,symptom,nausea,mild,gastrointestinal
may nahihilo tiyan,nausea,symptom,nausea,mild,gastrointestinal
daw kasukaon sige,nausea,symptom,nausea,mild,gastrointestinal
basin nausea pirmi gid ako,nausea,symptom,nausea,mild,gastrointestinal
nahihilo tian,nausea,symptom,nausea,mild,gastrointestinal
may ara ko nga nausea kagapon man,nausea,symptom,nausea,mild,gastrointestinal
complain ko kay ginabalik tiyan subong gid ko,nausea,symptom,nausea,mild,gastrointestinal
daw ginakasukaon karon gid ko,nausea,symptom,nausea,mild,gastrointestinal
complain ko kay nausea subong subong,nausea,symptom,nausea,mild,gastrointestinal
sige ko nahihilo tiyan karon subong,nausea,symptom,nausea,mild,gastrointestinal
nausea ko,nausea,symptom,nausea,mild,gastrointestinal
nausea gid ko,nausea,symptom,nausea,mild,gastrointestinal
ginabalik tiyan,nausea,symptom,nausea,mild,gastrointestinal
pareho ginakasukaon sige gid ako,nausea,symptom,nausea,mild,gastrointestinal
kasukaon ako,nausea,symptom,nausea,mild,gastrointestinal
"dok, ginakasukaon halin sang aga ako",nausea,symptom,nausea,mild,gastrointestinal
"dok, ginabalik tiyan since kagapon man",nausea,symptom,nausea,mild,gastrointestinal
nausea karon gid ako,nausea,symptom,nausea,mild,gastrointestinal
basin nahihilo tiyan sige gid ko,nausea,symptom,nausea,mild,gastrointestinal
ginabalik tiyan po,nausea,symptom,nausea,mild,gastrointestinal
kasukaon gid,nausea,symptom,nausea,mild,gastrointestinal
"doktor, nausea subong ako",nausea,symptom,nausea,mild,gastrointestinal
nausea po,nausea,symptom,nausea,mild,gastrointestinal
basin nausea halin sang gabii gid ko,nausea,symptom,nausea,mild,gastrointestinal
Ginabalik tyan ko,nausea,symptom,nausea,mild,gastrointestinal
nahihilo tiyan na gid,nausea,symptom,nausea,mild,gastrointestinal
basin ginabalik tiyan pirmi gid ako,nausea,symptom,nausea,mild,gastrointestinal
nahihilo tyan,nausea,symptom,nausea,mild,gastrointestinal
ginabalik tiyan / nausea,nausea,symptom,nausea,mild,gastrointestinal
nahihilo tiyan man,nausea,symptom,nausea,mild,gastrointestinal
kasukaon subong,nausea,symptom,nausea,mild,gastrointestinal
complain ko kay ginakasukaon subong subong,nausea,symptom,nausea,mild,gastrointestinal
daw masakit mag-ihi ko,painful urination,symptom,dysuria,moderate,urinary
sakit pagihi,painful urination,symptom,dysuria,moderate,urinary
daw hapdi mag-ihi ko,painful urination,symptom,dysuria,moderate,urinary
hapdi mag-ihi subong,painful urination,symptom,dysuria,moderate,urinary
ginamaskit ihi,painful urination,symptom,dysuria,moderate,urinary
may ara ko nga sakit pag-ihi gid ko,painful urination,symptom,dysuria,moderate,urinary
pareho hapdi mag-ihi bah,painful urination,symptom,dysuria,moderate,urinary
sakit pag-ihi / dysuria,painful urination,symptom,dysuria,moderate,urinary
may ara ko nga ginamasakit ihi ko,painful urination,symptom,dysuria,moderate,urinary
"dok, hapdi mag-ihi",painful urination,symptom,dysuria,moderate,urinary
feel ko nga ginamasakit ihi ko,painful urination,symptom,dysuria,moderate,urinary
hapdi mag-ihi bah,painful urination,symptom,dysuria,moderate,urinary
masakit mag-ihi man,painful urination,symptom,dysuria,moderate,urinary
sakit pag ihi,painful urination,symptom,dysuria,moderate,urinary
sakit pag-ihi,painful urination,symptom,dysuria,moderate,urinary
masakit mag-ihi / dysuria,painful urination,symptom,dysuria,moderate,urinary
naghapdi mag-ihi,painful urination,symptom,dysuria,moderate,urinary
hapdi mag-ihi man,painful urination,symptom,dysuria,moderate,urinary
ginamasakit ihi ako,painful urination,symptom,dysuria,moderate,urinary
ginhapdi mag-ihi,painful urination,symptom,dysuria,moderate,urinary
complain ko kay sakit pag-ihi ko,painful urination,symptom,dysuria,moderate,urinary
ginamasakit ihi man,painful urination,symptom,dysuria,moderate,urinary
sige ko ginamasakit ihi gid,painful urination,symptom,dysuria,moderate,urinary
"dok, masakit mag-ihi bah",painful urination,symptom,dysuria,moderate,urinary
hapdi mag-ihi,painful urination,symptom,dysuria,moderate,urinary
masakti mag-ihi,painful urination,symptom,dysuria,moderate,urinary
"doktor, sakit pag-ihi subong",painful urination,symptom,dysuria,moderate,urinary
nagsakit pag-ihi,painful urination,symptom,dysuria,moderate,urinary
masakit mag ihi,painful urination,symptom,dysuria,moderate,urinary
Masakit magihi ko,painful urination,symptom,dysuria,moderate,urinary
may ara ko nga masakit mag-ihi bah,painful urination,symptom,dysuria,moderate,urinary
sige ko hapdi mag-ihi,painful urination,symptom,dysuria,moderate,urinary
masakit mag-ihi gid ko,painful urination,symptom,dysuria,moderate,urinary
masakit mag-ihi na gid,painful urination,symptom,dysuria,moderate,urinary
ginMasakit mag-ihi ko,painful urination,symptom,dysuria,moderate,urinary
sakit pag-ihi gid,painful urination,symptom,dysuria,moderate,urinary
complain ko kay hapdi mag-ihi gid ako,painful urination,symptom,dysuria,moderate,urinary
hapdi mag-ihi gid ko,painful urination,symptom,dysuria,moderate,urinary
"doktor, masakit mag-ihi subong",painful urination,symptom,dysuria,moderate,urinary
ginamasakit ihi bah,painful urination,symptom,dysuria,moderate,urinary
ginsakit pag-ihi,painful urination,symptom,dysuria,moderate,urinary
nagmasakit mag-ihi,painful urination,symptom,dysuria,moderate,urinary
maskit mag-ihi,painful urination,symptom,dysuria,moderate,urinary
hapdi mag-ihi ako,painful urination,symptom,dysuria,moderate,urinary
masakit mag-ihi ako,painful urination,symptom,dysuria,moderate,urinary
masakit mag-ihi subong,painful urination,symptom,dysuria,moderate,urinary
"doktor, sakit pag-ihi ako",painful urination,symptom,dysuria,moderate,urinary
sakit pag-ihi po,painful urination,symptom,dysuria,moderate,urinary
ginamasakit ihi gid,painful urination,symptom,dysuria,moderate,urinary
"doc, masakit mag-ihi ako",painful urination,symptom,dysuria,moderate,urinary
daw sakit pag-ihi na gid,painful urination,symptom,dysuria,moderate,urinary
sakit pag-ihi bah,painful urination,symptom,dysuria,moderate,urinary
"doktor, masakit mag-ihi na gid",painful urination,symptom,dysuria,moderate,urinary
masakit mag-ihi ko,painful urination,symptom,dysuria,moderate,urinary
hapdi mag-ihi na gid,painful urination,symptom,dysuria,moderate,urinary
sige ko sakit pag-ihi man,painful urination,symptom,dysuria,moderate,urinary
sakit pag-ihi man,painful urination,symptom,dysuria,moderate,urinary
ginamasakit ihi / dysuria,painful urination,symptom,dysuria,moderate,urinary
pareho hapdi mag-ihi ako,painful urination,symptom,dysuria,moderate,urinary
ginamasakit ihi na gid,painful urination,symptom,dysuria,moderate,urinary
ginamasakit ihi gid ko,painful urination,symptom,dysuria,moderate,urinary
hapdi mag-ihi ko,painful urination,symptom,dysuria,moderate,urinary
may Masakit mag-ihi ko,painful urination,symptom,dysuria,moderate,urinary
sige ko ginamasakit ihi bah,painful urination,symptom,dysuria,moderate,urinary
masaket mag-ihi,painful urination,symptom,dysuria,moderate,urinary
daw ginamasakit ihi ako,painful urination,symptom,dysuria,moderate,urinary
hapdi mag-ihi / dysuria,painful urination,symptom,dysuria,moderate,urinary
ginmasakit mag-ihi,painful urination,symptom,dysuria,moderate,urinary
saket pag-ihi,painful urination,symptom,dysuria,moderate,urinary
sakit pag-ihi ako,painful urination,symptom,dysuria,moderate,urinary
may hapdi mag-ihi,painful urination,symptom,dysuria,moderate,urinary
basin sakit pag-ihi gid ako,painful urination,symptom,dysuria,moderate,urinary
complain ko kay ginamasakit ihi bah,painful urination,symptom,dysuria,moderate,urinary
ginamasakit ihi,painful urination,symptom,dysuria,moderate,urinary
ginamasakit ihi ko,painful urination,symptom,dysuria,moderate,urinary
complain ko kay sakit pag-ihi man,painful urination,symptom,dysuria,moderate,urinary
masakit magihi,painful urination,symptom,dysuria,moderate,urinary
feel ko nga hapdi mag-ihi gid,painful urination,symptom,dysuria,moderate,urinary
hapdi mag-ihi gid,painful urination,symptom,dysuria,moderate,urinary
"dok, masakit mag-ihi man",painful urination,symptom,dysuria,moderate,urinary
daw masakit mag-ihi bah,painful urination,symptom,dysuria,moderate,urinary
complain ko kay ginamasakit ihi,painful urination,symptom,dysuria,moderate,urinary
ginamasakit ihi po,painful urination,symptom,dysuria,moderate,urinary
masakit mag-ihi gid,painful urination,symptom,dysuria,moderate,urinary
feel ko nga hapdi mag-ihi na gid,painful urination,symptom,dysuria,moderate,urinary
may dysuria ko,painful urination,symptom,dysuria,moderate,urinary
ginamasakit ihi subong,painful urination,symptom,dysuria,moderate,urinary
